question,category,subcategory
عايز اعرف ازاي اعدل بيانات غلط في قسيمة الزواج؟,Personal Status,marriage_certificate
انا محتاج اوثق عقد جواز اونلاين؟,Personal Status,marriage
انا تايه، عايز اعرف اجدد الرخصة لمركبة نقل؟,Traffic,renewal
هعمل ايه علشان خطوات تجديد الرخصة اونلاين ايه؟,Traffic,renewal
عايز اعرف استعلم عن مخالفات المرور بتاعتي؟,Traffic,traffic_violations
ممكن تقولي ازاي المستندات المطلوبة لعقد الزواج؟,Personal Status,marriage
عايز اعرف استخرج قسيمة الطلاق؟,Personal Status,divorce_certificate
عايز اعرف احسب ضريبة الدخل على مرتبي؟,Taxes,income_tax
عايز اعرف اسجل حالة وفاة في الشئون المدنية؟,Civil Affairs,death_certificate
عايز اعرف اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
ممكن تقولي ازاي اعترض على ربط ضريبة الدخل؟,Taxes,income_tax
ممكن تقولي ازاي اعدل بيانات في البطاقة الضريبية؟,Taxes,tax_card
فين اروح علشان رسوم تسجيل المركبة كام؟,Traffic,vehicle_registration
ينفع اجدد رخصة العربية اونلاين؟,Traffic,vehicle_license
ممكن تقولي ازاي اسجل عربية جديدة في المرور؟,Traffic,vehicle_registration
فين اروح علشان اقدم اقرار القيمة المضافة الشهري؟,Taxes,vat
انا تايه، عايز اعرف التسجيل الضريبي بياخد وقت قد ايه؟,Taxes,tax_registration
ممكن حد يفهمني استخرج شهادة ميلاد لابني؟,Civil Affairs,birth_certificate
فين اروح علشان تحديث الحالة الاجتماعية بياخد قد ايه؟,Personal Status,social_status
عايز اعرف ازاي اجدد البطاقة الضريبية بعد ما خلصت؟,Taxes,tax_card
انا تايه، عايز اعرف اجدد الرخصة من غير كشف طبي ينفع؟,Traffic,renewal
عايز اعرف اطلع ايصال دفع مخالفة مرور؟,Traffic,traffic_violations
انا محتاج اجدد رخصة العربية اونلاين؟,Traffic,vehicle_license
انا تايه، عايز اعرف اجدد رخصة العربية اونلاين؟,Traffic,vehicle_license
عايز اعرف رسوم توثيق عقد الجواز كام؟,Personal Status,marriage
عايز اعرف اعدل اقرار القيمة المضافة بعد التقديم؟,Taxes,vat
انا محتاج اطلع بدل فاقد لقسيمة الزواج؟,Personal Status,marriage_certificate
عايز اعرف مدة سقوط مخالفة المرور كام؟,Traffic,traffic_violations
عايز اعرف ازاي اقدم اقرار ضريبي صفري؟,Taxes,tax_return
ينفع اعرف اقرب مكتب سجل مدني لعمل البطاقة؟,Civil Affairs,national_id
ممكن تقولي ازاي رسوم رخصة السيارة كام؟,Traffic,vehicle_license
انا تايه، عايز اعرف قسيمة الطلاق بتاخد وقت قد ايه؟,Personal Status,divorce_certificate
هعمل ايه علشان اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
ينفع اغير حالتي الاجتماعية من اعزب لمتجوز في الاوراق؟,Personal Status,social_status
عايز اعرف افرق القيد الفردي عن العائلي في ايه؟,Civil Affairs,individual_record
لو سمحت عايز اعرف اضيف مولود على القيد العائلي؟,Civil Affairs,family_record
ينفع اطلق مراتي رسمي ازاي؟,Personal Status,divorce
انا محتاج اترجم قسيمة الزواج رسمي؟,Personal Status,marriage_certificate
ينفع اقدم اقرار ضريبي صفري؟,Taxes,tax_return
ممكن تقولي ازاي استخرج قسيمة طلاق اونلاين؟,Personal Status,divorce_certificate
فين اروح علشان اعترض على مخالفة مرور غلط؟,Traffic,traffic_violations
فين اروح علشان اجدد رخصة القيادة قبل ما تخلص؟,Traffic,renewal
عايز اعرف ازاي ضريبة الدخل على العمل الحر بتتحصل ازاي؟,Taxes,income_tax
عايز اعرف ازاي اسجل شركتي الجديدة ضريبيا؟,Taxes,tax_registration
هعمل ايه علشان اسجل عقد جواز عرفي؟,Personal Status,marriage
ينفع الاقرار الضريبي بيتقدم ازاي اونلاين؟,Taxes,tax_return
انا محتاج احول رخصة قيادة اجنبية لمصرية؟,Traffic,driving_license
ينفع استخرج رخصة قيادة جديدة؟,Traffic,driving_license
عايز اعرف ازاي رسوم توثيق عقد الجواز كام؟,Personal Status,marriage
فين اروح علشان اجدد البطاقة الضريبية بعد ما خلصت؟,Taxes,tax_card
عايز اعرف ازاي تسجيل المركبة بياخد وقت قد ايه؟,Traffic,vehicle_registration
فين اروح علشان اجدد رخصة العربية اونلاين؟,Traffic,vehicle_license
لو سمحت عايز اعرف رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
ممكن تقولي ازاي اقسط غرامة مخالفات المرور؟,Traffic,traffic_violations
انا محتاج اعدل بيانات خطأ في شهادة الوفاة؟,Civil Affairs,death_certificate
عايز اعرف ازاي المستندات المطلوبة للطلاق؟,Personal Status,divorce
عايز اعرف اسجل عربية جديدة في المرور؟,Traffic,vehicle_registration
ينفع اجدد رخصة القيادة بعد ما خلصت؟,Traffic,driving_license
ينفع استرد ضريبة دخل مخصومة زيادة؟,Taxes,income_tax
ممكن حد يفهمني اعدل الحالة الاجتماعية بعد وفاة الزوج؟,Personal Status,social_status
ممكن حد يفهمني ابدل بطاقة الرقم القومي بعد ما اتفقدت؟,Civil Affairs,national_id
ينفع شرايح ضريبة الدخل الحالية ايه؟,Taxes,income_tax
لو سمحت عايز اعرف اجدد رخصة السيارة اونلاين؟,Traffic,renewal
لو سمحت عايز اعرف المستندات المطلوبة لاستخراج شهادة الوفاة؟,Civil Affairs,death_certificate
ينفع افرق قيدي عن قيد اهلي؟,Civil Affairs,family_record
ينفع الفاتورة الالكترونية علاقتها بالقيمة المضافة ايه؟,Taxes,vat
هعمل ايه علشان اطلع بدل فاقد للقيد الفردي؟,Civil Affairs,individual_record
هعمل ايه علشان اجدد الرخصة من غير كشف طبي ينفع؟,Traffic,renewal
ممكن حد يفهمني رسوم القيد العائلي كام؟,Civil Affairs,family_record
ممكن تقولي ازاي اسجل مركبة مستوردة جديدة؟,Traffic,vehicle_registration
ينفع اسجل عقد جواز عرفي؟,Personal Status,marriage
هعمل ايه علشان المخالفة هتأثر على تجديد الرخصة ولا لأ؟,Traffic,traffic_violations
ممكن حد يفهمني اجدد البطاقة الضريبية بعد ما خلصت؟,Taxes,tax_card
هعمل ايه علشان الاقرار الضريبي للشركات فرق ايه عن الافراد؟,Taxes,tax_return
ممكن تقولي ازاي اطلاق اجراءاته بتاخد قد ايه؟,Personal Status,divorce
هعمل ايه علشان اطلع بدل فاقد لعقد الجواز؟,Personal Status,marriage
ممكن حد يفهمني اعدل بيانات خطأ في شهادة الوفاة؟,Civil Affairs,death_certificate
هعمل ايه علشان ابدل بطاقة الرقم القومي بعد ما اتفقدت؟,Civil Affairs,national_id
انا تايه، عايز اعرف اسجل ضريبيا اونلاين؟,Taxes,tax_registration
ممكن تقولي ازاي انقل ملكية موتوسيكل ازاي؟,Traffic,vehicle_registration
انا تايه، عايز اعرف قسيمة الزواج محتاجها علشان استخرج ايه بعد كده؟,Personal Status,marriage_certificate
عايز اعرف استخرج شهادة وفاة لأبويا؟,Civil Affairs,death_certificate
ينفع المستندات المطلوبة لعقد الزواج؟,Personal Status,marriage
هعمل ايه علشان اطلع افادة بالحالة الاجتماعية؟,Personal Status,social_status
ممكن حد يفهمني اعقد عقد جواز جديد؟,Personal Status,marriage
لو سمحت عايز اعرف انقل ملكية موتوسيكل ازاي؟,Traffic,vehicle_registration
انا محتاج اوثق اشهاد طلاق اونلاين؟,Personal Status,divorce
انا تايه، عايز اعرف اعمل ايه علشان اقيد وفاة حصلت برا البلد؟,Civil Affairs,death_certificate
ينفع اسجل شركتي الجديدة ضريبيا؟,Taxes,tax_registration
عايز اعرف ازاي اقسط غرامة مخالفات المرور؟,Traffic,traffic_violations
انا تايه، عايز اعرف اقيد مولود جديد في السجل المدني؟,Civil Affairs,birth_certificate
انا تايه، عايز اعرف استخرج القيد العائلي اونلاين؟,Civil Affairs,family_record
عايز اعرف المستندات المطلوبة للبطاقة الضريبية؟,Taxes,tax_card
انا محتاج اطلع بدل فاقد للبطاقة الشخصية؟,Civil Affairs,national_id
فين اروح علشان اغير حالتي الاجتماعية من اعزب لمتجوز في الاوراق؟,Personal Status,social_status
هعمل ايه علشان استخرج قسيمة زواج اونلاين؟,Personal Status,marriage_certificate
عايز اعرف ازاي اطلع رخصة سيارة نقل تجاري؟,Traffic,vehicle_license
فين اروح علشان غرامة التأخير في سداد القيمة المضافة كام؟,Taxes,vat
ممكن تقولي ازاي اطلع بدل فاقد لقسيمة الزواج؟,Personal Status,marriage_certificate
فين اروح علشان رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
فين اروح علشان اعدل بيانات في القيد الفردي؟,Civil Affairs,individual_record
ممكن حد يفهمني اعدل بيانات في القيد الفردي؟,Civil Affairs,individual_record
عايز اعرف التسجيل الضريبي بياخد وقت قد ايه؟,Taxes,tax_registration
هعمل ايه علشان اوثق عقد جواز اونلاين؟,Personal Status,marriage
انا محتاج اعدل بيانات في رخصة القيادة؟,Traffic,driving_license
لو سمحت عايز اعرف اقسط غرامة مخالفات المرور؟,Traffic,traffic_violations
انا تايه، عايز اعرف اقدم الاقرار الضريبي السنوي؟,Taxes,tax_return
عايز اعرف ازاي اطلع شهادة ميلاد كمبيوتر بدل الاول؟,Civil Affairs,birth_certificate
ينفع افسخ تسجيل عربية قديمة؟,Traffic,vehicle_registration
انا تايه، عايز اعرف الاقرار الضريبي للشركات فرق ايه عن الافراد؟,Taxes,tax_return
ينفع القيد العائلي بياخد وقت قد ايه؟,Civil Affairs,family_record
انا محتاج المستندات المطلوبة لعقد الزواج؟,Personal Status,marriage
عايز اعرف ازاي استخرج رخصة سيارتي الجديدة؟,Traffic,vehicle_license
انا تايه، عايز اعرف اعدل بيانات غلط في عقد الجواز؟,Personal Status,marriage
عايز اعرف الحالة الاجتماعية في القيد مش مطابقة اعمل ايه؟,Personal Status,social_status
عايز اعرف اتجوز واحدة اجنبية اعمل ايه في الاوراق؟,Personal Status,marriage
انا تايه، عايز اعرف اعدل اقرار القيمة المضافة بعد التقديم؟,Taxes,vat
فين اروح علشان المستندات المطلوبة للتسجيل في القيمة المضافة؟,Taxes,vat
فين اروح علشان استعلم عن مخالفات المرور بتاعتي؟,Traffic,traffic_violations
ينفع ضريبة الدخل على العمل الحر بتتحصل ازاي؟,Taxes,income_tax
ممكن تقولي ازاي اعرف تفاصيل مخالفة برقم اللوحة؟,Traffic,traffic_violations
عايز اعرف ازاي استعلم عن مخالفات المرور بتاعتي؟,Traffic,traffic_violations
ممكن تقولي ازاي رسوم قسيمة الزواج كام؟,Personal Status,marriage_certificate
ممكن تقولي ازاي التسجيل الضريبي فرق ايه عن البطاقة الضريبية؟,Taxes,tax_registration
هعمل ايه علشان شرايح ضريبة الدخل الحالية ايه؟,Taxes,income_tax
ممكن تقولي ازاي استخرج شهادة ميلاد اونلاين؟,Civil Affairs,birth_certificate
لو سمحت عايز اعرف المستندات المطلوبة لرخصة المركبة؟,Traffic,vehicle_license
ممكن تقولي ازاي القيمة المضافة بتتحصل على ايه بالظبط؟,Taxes,vat
لو سمحت عايز اعرف اعرف اقرب مكتب سجل مدني لعمل البطاقة؟,Civil Affairs,national_id
انا محتاج افرق القيد الفردي عن العائلي في ايه؟,Civil Affairs,individual_record
عايز اعرف اطلع افادة بالحالة الاجتماعية؟,Personal Status,social_status
فين اروح علشان نسبة ضريبة القيمة المضافة كام؟,Taxes,vat
ممكن حد يفهمني اجدد رخصة العربية اونلاين؟,Traffic,vehicle_license
ممكن حد يفهمني اقدم طلب طلاق للمحكمة ازاي؟,Personal Status,divorce
ينفع المستندات المطلوبة لاستخراج شهادة الوفاة؟,Civil Affairs,death_certificate
لو سمحت عايز اعرف المستندات المطلوبة للتسجيل الضريبي؟,Taxes,tax_registration
عايز اعرف المستندات المطلوبة لتسجيل المركبة؟,Traffic,vehicle_registration
فين اروح علشان المخالفة هتأثر على تجديد الرخصة ولا لأ؟,Traffic,traffic_violations
انا محتاج رسوم رخصة السيارة كام؟,Traffic,vehicle_license
انا تايه، عايز اعرف المستندات المطلوبة للبطاقة الضريبية؟,Taxes,tax_card
فين اروح علشان رسوم توثيق عقد الجواز كام؟,Personal Status,marriage
لو سمحت عايز اعرف مخالفات المرور بتتحسب ازاي؟,Traffic,traffic_violations
هعمل ايه علشان اعمل ايه لو عايز اطلق زوجتي المقيمة برا البلد؟,Personal Status,divorce
فين اروح علشان مخالفات المرور بتتحسب ازاي؟,Traffic,traffic_violations
هعمل ايه علشان اجدد بطاقة الرقم القومي بتاعتي؟,Civil Affairs,national_id
ممكن حد يفهمني اعمل ايه لو عايز اطلق زوجتي المقيمة برا البلد؟,Personal Status,divorce
عايز اعرف ازاي القيمة المضافة بتتحصل على ايه بالظبط؟,Taxes,vat
ممكن حد يفهمني مدة استخراج البطاقة القومي بتاخد قد ايه؟,Civil Affairs,national_id
عايز اعرف ازاي رسوم توثيق الطلاق كام؟,Personal Status,divorce
لو سمحت عايز اعرف اعدل بيانات في البطاقة الضريبية؟,Taxes,tax_card
لو سمحت عايز اعرف اعدل بيانات في القيد الفردي؟,Civil Affairs,individual_record
هعمل ايه علشان تسجيل المركبة بياخد وقت قد ايه؟,Traffic,vehicle_registration
هعمل ايه علشان المستندات المطلوبة لقسيمة الطلاق؟,Personal Status,divorce_certificate
ممكن تقولي ازاي اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
عايز اعرف ازاي اطلع بدل فاقد للبطاقة الضريبية؟,Taxes,tax_card
ممكن حد يفهمني اعرف اقرب مكتب سجل مدني لعمل البطاقة؟,Civil Affairs,national_id
لو سمحت عايز اعرف غرامة التأخير في سداد القيمة المضافة كام؟,Taxes,vat
عايز اعرف اعدل بيانات تسجيل المركبة؟,Traffic,vehicle_registration
عايز اعرف اقدم طلب طلاق للمحكمة ازاي؟,Personal Status,divorce
عايز اعرف استخرج شهادة ميلاد اونلاين؟,Civil Affairs,birth_certificate
ممكن تقولي ازاي اعمل ايه لو عايز اطلق زوجتي المقيمة برا البلد؟,Personal Status,divorce
لو سمحت عايز اعرف اطلع بدل فاقد للقيد الفردي؟,Civil Affairs,individual_record
لو سمحت عايز اعرف اعدل بيانات غلط في قسيمة الطلاق؟,Personal Status,divorce_certificate
عايز اعرف ازاي رسوم القيد الفردي كام؟,Civil Affairs,individual_record
هعمل ايه علشان استخرج شهادة ميلاد اونلاين؟,Civil Affairs,birth_certificate
ممكن تقولي ازاي قسيمة الطلاق بتاخد وقت قد ايه؟,Personal Status,divorce_certificate
هعمل ايه علشان غرامة تأخير تجديد الرخصة كام؟,Traffic,renewal
لو سمحت عايز اعرف افرق بين ضريبة الدخل والضريبة على الارباح؟,Taxes,income_tax
انا تايه، عايز اعرف استعلم عن مخالفات المرور بتاعتي؟,Traffic,traffic_violations
ممكن تقولي ازاي اقيد مولود جديد في السجل المدني؟,Civil Affairs,birth_certificate
لو سمحت عايز اعرف اعدل الحالة الاجتماعية بعد وفاة الزوج؟,Personal Status,social_status
عايز اعرف ازاي استخرج قيد عائلي جديد؟,Civil Affairs,family_record
عايز اعرف اترجم قسيمة الزواج رسمي؟,Personal Status,marriage_certificate
لو سمحت عايز اعرف الاقرار الضريبي للشركات فرق ايه عن الافراد؟,Taxes,tax_return
عايز اعرف اقدم اقرار ضريبي صفري؟,Taxes,tax_return
فين اروح علشان انقل ملكية عربية لشخص تاني؟,Traffic,vehicle_registration
ممكن تقولي ازاي استخرج قيد فردي؟,Civil Affairs,individual_record
عايز اعرف البطاقة الضريبية محتاجها علشان اعمل ايه؟,Taxes,tax_card
ممكن تقولي ازاي استخرج قسيمة زواج اونلاين؟,Personal Status,marriage_certificate
عايز اعرف استخرج البطاقة الضريبية اونلاين؟,Taxes,tax_card
عايز اعرف ازاي مدة استخراج البطاقة القومي بتاخد قد ايه؟,Civil Affairs,national_id
عايز اعرف الحالة الاجتماعية في البطاقة بتتغير ازاي؟,Personal Status,social_status
انا تايه، عايز اعرف شهادة الميلاد المميكنة فرق ايه عن العادية؟,Civil Affairs,birth_certificate
ينفع اعدل العنوان في بطاقة الرقم القومي؟,Civil Affairs,national_id
فين اروح علشان رسوم قسيمة الطلاق كام؟,Personal Status,divorce_certificate
انا تايه، عايز اعرف اسجل عقد جواز عرفي؟,Personal Status,marriage
انا تايه، عايز اعرف اطلع شهادة ميلاد كمبيوتر بدل الاول؟,Civil Affairs,birth_certificate
هعمل ايه علشان استخرج شهادة وفاة لأبويا؟,Civil Affairs,death_certificate
انا محتاج اتجوز واحدة اجنبية اعمل ايه في الاوراق؟,Personal Status,marriage
انا محتاج اطلع قيد فردي لابني الصغير؟,Civil Affairs,individual_record
انا محتاج اعدل بيانات غلط في القيد العائلي؟,Civil Affairs,family_record
هعمل ايه علشان اقدم الاقرار الضريبي السنوي؟,Taxes,tax_return
ممكن تقولي ازاي اوثق اشهاد طلاق اونلاين؟,Personal Status,divorce
ممكن حد يفهمني اطلع بطاقة ضريبية لمنشأة جديدة؟,Taxes,tax_card
انا محتاج عقد الجواز بياخد وقت قد ايه؟,Personal Status,marriage
عايز اعرف اطلاق اجراءاته بتاخد قد ايه؟,Personal Status,divorce
عايز اعرف ازاي اسجل حالة وفاة في الشئون المدنية؟,Civil Affairs,death_certificate
هعمل ايه علشان اجدد رخصة عربية متأخرة من سنين؟,Traffic,renewal
ينفع اعمل ايه لو فاتني ميعاد تقديم الاقرار الضريبي؟,Taxes,tax_return
لو سمحت عايز اعرف اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
ممكن تقولي ازاي اعدل الحالة الاجتماعية اونلاين؟,Personal Status,social_status
فين اروح علشان استخرج شهادة وفاة اونلاين؟,Civil Affairs,death_certificate
عايز اعرف ازاي احسب ضريبة الدخل على مرتبي؟,Taxes,income_tax
انا تايه، عايز اعرف استخرج شهادة ميلاد لابني؟,Civil Affairs,birth_certificate
فين اروح علشان اجدد رخصة السيارة اونلاين؟,Traffic,renewal
انا محتاج اغير حالتي الاجتماعية من اعزب لمتجوز في الاوراق؟,Personal Status,social_status
عايز اعرف ازاي اثبت حالتي الاجتماعية لجهة عمل؟,Personal Status,social_status
انا محتاج احسب ضريبة الدخل على مرتبي؟,Taxes,income_tax
هعمل ايه علشان استخرج قسيمة طلاق اونلاين؟,Personal Status,divorce_certificate
فين اروح علشان اطلع بدل فاقد للبطاقة الضريبية؟,Taxes,tax_card
هعمل ايه علشان استعلم عن مخالفات عربية مش عربيتي؟,Traffic,traffic_violations
ينفع المستندات المطلوبة للتسجيل الضريبي؟,Taxes,tax_registration
عايز اعرف اقدم على رخصة القيادة اونلاين؟,Traffic,driving_license
ممكن حد يفهمني المستندات المطلوبة لقسيمة الزواج؟,Personal Status,marriage_certificate
فين اروح علشان اعدل بيانات غلط في القيد العائلي؟,Civil Affairs,family_record
فين اروح علشان اسجل ضريبيا اونلاين؟,Taxes,tax_registration
انا تايه، عايز اعرف اجدد رخصة القيادة قبل ما تخلص؟,Traffic,renewal
ممكن تقولي ازاي رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
انا محتاج تحديث الحالة الاجتماعية بياخد قد ايه؟,Personal Status,social_status
ينفع اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
فين اروح علشان افرق القيد الفردي عن العائلي في ايه؟,Civil Affairs,individual_record
لو سمحت عايز اعرف اطلع بدل فاقد لقسيمة الطلاق؟,Personal Status,divorce_certificate
ممكن تقولي ازاي ابدل بطاقة الرقم القومي بعد ما اتفقدت؟,Civil Affairs,national_id
عايز اعرف ازاي اترجم قسيمة الطلاق رسمي؟,Personal Status,divorce_certificate
عايز اعرف ازاي رسوم استخراج بطاقة الرقم القومي كام؟,Civil Affairs,national_id
فين اروح علشان شهادة الوفاة لازمة لايه بعد كده؟,Civil Affairs,death_certificate
انا محتاج اعدل الحالة الاجتماعية بعد الطلاق؟,Personal Status,social_status
ممكن حد يفهمني مخالفات المرور بتتحسب ازاي؟,Traffic,traffic_violations
هعمل ايه علشان افسخ تسجيل عربية قديمة؟,Traffic,vehicle_registration
فين اروح علشان اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
انا محتاج المخالفة هتأثر على تجديد الرخصة ولا لأ؟,Traffic,traffic_violations
ممكن تقولي ازاي استخرج رخصة سيارتي الجديدة؟,Traffic,vehicle_license
عايز اعرف ازاي اعقد عقد جواز جديد؟,Personal Status,marriage
ممكن تقولي ازاي الاقرار الضريبي للشركات فرق ايه عن الافراد؟,Taxes,tax_return
فين اروح علشان غرامة تأخير تجديد الرخصة كام؟,Traffic,renewal
عايز اعرف المستندات المطلوبة للقيد الفردي؟,Civil Affairs,individual_record
فين اروح علشان ضريبة الدخل بتتحسب ازاي للمهن الحرة؟,Taxes,income_tax
ممكن تقولي ازاي استعلم عن مخالفات عربية مش عربيتي؟,Traffic,traffic_violations
ينفع ضريبة الدخل بتتحسب ازاي للمهن الحرة؟,Taxes,income_tax
انا محتاج اسجل حالة طلاق في المأذون؟,Personal Status,divorce
هعمل ايه علشان اجدد رخصة القيادة بعد ما خلصت؟,Traffic,driving_license
ممكن حد يفهمني رسوم تسجيل المركبة كام؟,Traffic,vehicle_registration
لو سمحت عايز اعرف اعفاءات ضريبة القيمة المضافة على السلع؟,Taxes,vat
ممكن تقولي ازاي انقل ملكية عربية لشخص تاني؟,Traffic,vehicle_registration
هعمل ايه علشان فين اروح علشان اجدد الرخصة بسرعة؟,Traffic,renewal
انا محتاج اجدد الرخصة من غير كشف طبي ينفع؟,Traffic,renewal
ممكن حد يفهمني اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
ممكن تقولي ازاي اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
ينفع مخالفات المرور بتتحسب ازاي؟,Traffic,traffic_violations
عايز اعرف ازاي رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
عايز اعرف ازاي رسوم رخصة القيادة كام؟,Traffic,driving_license
ينفع رسوم رخصة السيارة كام؟,Traffic,vehicle_license
فين اروح علشان القيمة المضافة بتتحصل على ايه بالظبط؟,Taxes,vat
فين اروح علشان اعدل بيانات غلط في قسيمة الزواج؟,Personal Status,marriage_certificate
انا محتاج افتح ملف ضريبي لنشاط حر؟,Taxes,tax_registration
عايز اعرف ازاي احذف اسم من القيد العائلي؟,Civil Affairs,family_record
انا تايه، عايز اعرف رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
انا تايه، عايز اعرف رسوم البطاقة الضريبية كام؟,Taxes,tax_card
انا محتاج اعترض على ربط ضريبة الدخل؟,Taxes,income_tax
عايز اعرف ازاي خطوات تجديد الرخصة اونلاين ايه؟,Traffic,renewal
ينفع رسوم القيد العائلي كام؟,Civil Affairs,family_record
ينفع افرق القيد الفردي عن العائلي في ايه؟,Civil Affairs,individual_record
فين اروح علشان عقد الجواز بياخد وقت قد ايه؟,Personal Status,marriage
ممكن تقولي ازاي استخرج شهادة وفاة لأبويا؟,Civil Affairs,death_certificate
انا محتاج اطلع بدل فاقد لرخصة السيارة؟,Traffic,vehicle_license
عايز اعرف اعدل بيانات خطأ في شهادة الوفاة؟,Civil Affairs,death_certificate
ممكن تقولي ازاي المستندات المطلوبة لرخصة المركبة؟,Traffic,vehicle_license
هعمل ايه علشان المستندات المطلوبة لاستخراج القيد العائلي؟,Civil Affairs,family_record
ينفع رخصة الموتوسيكل بتتجدد ازاي؟,Traffic,vehicle_license
ينفع اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
ممكن تقولي ازاي افتح ملف ضريبي لنشاط حر؟,Taxes,tax_registration
عايز اعرف اطلع رخصة سيارة نقل تجاري؟,Traffic,vehicle_license
انا تايه، عايز اعرف اعدل بيانات في رخصة المركبة؟,Traffic,vehicle_license
لو سمحت عايز اعرف اعدل بيانات في رخصة القيادة؟,Traffic,driving_license
انا تايه، عايز اعرف التسجيل الضريبي فرق ايه عن البطاقة الضريبية؟,Taxes,tax_registration
فين اروح علشان مدة استخراج البطاقة القومي بتاخد قد ايه؟,Civil Affairs,national_id
ينفع المستندات المطلوبة للتسجيل في القيمة المضافة؟,Taxes,vat
عايز اعرف ازاي استخرج شهادة ميلاد لابني؟,Civil Affairs,birth_certificate
ينفع محتاج القيد الفردي علشان اقدم عليه فين؟,Civil Affairs,individual_record
انا محتاج اعمل ايه علشان اقيد وفاة حصلت برا البلد؟,Civil Affairs,death_certificate
ممكن حد يفهمني انقل ملكية عربية لشخص تاني؟,Traffic,vehicle_registration
انا محتاج استخرج القيد العائلي اونلاين؟,Civil Affairs,family_record
لو سمحت عايز اعرف المستندات المطلوبة للتسجيل في القيمة المضافة؟,Taxes,vat
ينفع استخرج قيد فردي؟,Civil Affairs,individual_record
ممكن تقولي ازاي اسجل نشاطي التجاري في الضرائب؟,Taxes,tax_registration
لو سمحت عايز اعرف البطاقة الضريبية محتاجها علشان اعمل ايه؟,Taxes,tax_card
ممكن تقولي ازاي اعدل بيانات غلط في القيد العائلي؟,Civil Affairs,family_record
لو سمحت عايز اعرف اعمل ايه لو فاتني ميعاد تقديم الاقرار الضريبي؟,Taxes,tax_return
ينفع المستندات المطلوبة للقيد الفردي؟,Civil Affairs,individual_record
ممكن حد يفهمني اطلع بدل فاقد للبطاقة الضريبية؟,Taxes,tax_card
انا تايه، عايز اعرف المستندات المطلوبة للتسجيل في القيمة المضافة؟,Taxes,vat
فين اروح علشان المستندات المطلوبة للاقرار الضريبي؟,Taxes,tax_return
انا محتاج اقدم الاقرار الضريبي السنوي؟,Taxes,tax_return
ينفع البطاقة الضريبية بتاخد قد ايه؟,Taxes,tax_card
انا تايه، عايز اعرف المستندات المطلوبة لعقد الزواج؟,Personal Status,marriage
ممكن تقولي ازاي اقدم على رخصة القيادة اونلاين؟,Traffic,driving_license
انا محتاج استعلم عن مخالفات عربية مش عربيتي؟,Traffic,traffic_violations
ممكن حد يفهمني اجدد رخصة العربية بعد الانتهاء؟,Traffic,vehicle_license
فين اروح علشان ضريبة الدخل على العمل الحر بتتحصل ازاي؟,Taxes,income_tax
انا تايه، عايز اعرف شروط اتمام عقد الزواج للمصريين في الخارج؟,Personal Status,marriage
فين اروح علشان اطلع افادة بالحالة الاجتماعية؟,Personal Status,social_status
انا تايه، عايز اعرف اجدد رخصة العربية بعد الانتهاء؟,Traffic,vehicle_license
انا تايه، عايز اعرف رسوم تسجيل المركبة كام؟,Traffic,vehicle_registration
عايز اعرف المستندات المطلوبة للتسجيل في القيمة المضافة؟,Taxes,vat
لو سمحت عايز اعرف قسيمة الطلاق بتاخد وقت قد ايه؟,Personal Status,divorce_certificate
هعمل ايه علشان عقد الجواز بياخد وقت قد ايه؟,Personal Status,marriage
عايز اعرف ازاي اغير حالتي الاجتماعية من اعزب لمتجوز في الاوراق؟,Personal Status,social_status
عايز اعرف اطلع بدل فاقد لرخصة القيادة؟,Traffic,driving_license
فين اروح علشان قسيمة الزواج محتاجها علشان استخرج ايه بعد كده؟,Personal Status,marriage_certificate
عايز اعرف اقدم على البطاقة القومي اونلاين؟,Civil Affairs,national_id
عايز اعرف اجدد الرخصة لمركبة نقل؟,Traffic,renewal
انا محتاج اعدل العنوان في بطاقة الرقم القومي؟,Civil Affairs,national_id
ينفع اجدد البطاقة الضريبية بعد ما خلصت؟,Taxes,tax_card
فين اروح علشان استخرج بطاقة الرقم القومي لأول مرة؟,Civil Affairs,national_id
انا محتاج المستندات المطلوبة لشهادة الميلاد؟,Civil Affairs,birth_certificate
عايز اعرف اطلع شهادة ميلاد كمبيوتر بدل الاول؟,Civil Affairs,birth_certificate
ممكن حد يفهمني اعدل العنوان في بطاقة الرقم القومي؟,Civil Affairs,national_id
انا محتاج استرد ضريبة دخل مخصومة زيادة؟,Taxes,income_tax
عايز اعرف ازاي اقدم الاقرار الضريبي السنوي؟,Taxes,tax_return
